word, sentiment, value
adelsmärkets, POSITIVE, 1
adhd, NEGATIVE, -1
adoringly, POSITIVE, 1
adroitly, POSITIVE, 1
adulate, POSITIVE, 1
advokatyren, NEGATIVE, -1
advokatyrens, NEGATIVE, -1
advokatyrerna, NEGATIVE, -1
advokatyrernas, NEGATIVE, -1
advokatyrer, NEGATIVE, -1
advokatyrers, NEGATIVE, -1
advokatyr, NEGATIVE, -1
advokatyrs, NEGATIVE, -1
afasi, NEGATIVE, -1
affekt, POSITIVE, 1
affinitet, POSITIVE, 1
affischnamnen, POSITIVE, 1
affischnamnens, POSITIVE, 1
affischnamnet, POSITIVE, 1
affischnamnets, POSITIVE, 1
affischnamn, POSITIVE, 1
affischnamns, POSITIVE, 1
affärsmoral, POSITIVE, 1
affärsmässiga, POSITIVE, 1
affärsmässig, POSITIVE, 1
affärsmässigt, POSITIVE, 1
afrofobi, NEGATIVE, -1
afterski, POSITIVE, 1
aftonhoran, NEGATIVE, -1
aga, NEGATIVE, -1
agape, POSITIVE, 1
agg, NEGATIVE, -1
aggravera, NEGATIVE, -1
aggressionen, NEGATIVE, -1
aggressionens, NEGATIVE, -1
aggressionerna, NEGATIVE, -1
aggressionernas, NEGATIVE, -1
aggressioner, NEGATIVE, -1
aggressioners, NEGATIVE, -1
aggression, NEGATIVE, -1
aggressions, NEGATIVE, -1
aggressiva, NEGATIVE, -1
aggressivare, NEGATIVE, -1
aggressivares, NEGATIVE, -1
aggressivas, NEGATIVE, -1
aggressivastes, VERY NEGATIVE, 1
aggressivaste, VERY NEGATIVE, 1
aggressivasts, NEGATIVE, -1
aggressivast, VERY NEGATIVE, 1
aggressive, NEGATIVE, -1
aggressives, NEGATIVE, -1
aggressiviteter, NEGATIVE, -1
aggressivitet, NEGATIVE, -1
aggressiv, NEGATIVE, -1
aggressivs, NEGATIVE, -1
aggressivt, NEGATIVE, -1
aggressivts, NEGATIVE, -1
aggrivation, NEGATIVE, -1
agility, POSITIVE, 1
agitationen, NEGATIVE, -1
agitationens, NEGATIVE, -1
agitationerna, NEGATIVE, -1
agitationernas, NEGATIVE, -1
agitationer, NEGATIVE, -1
agitationers, NEGATIVE, -1
agitation, NEGATIVE, -1
agitations, NEGATIVE, -1
agnar, NEGATIVE, -1
agnostiker, NEGATIVE, -1
agog, POSITIVE, 1
agreabel, POSITIVE, 1
agression, NEGATIVE, -1
aha-upplevelsen, POSITIVE, 1
ahaupplevelsen, POSITIVE, 1
aha-upplevelsens, POSITIVE, 1
ahaupplevelsens, POSITIVE, 1
aha-upplevelse, POSITIVE, 1
ahaupplevelse, POSITIVE, 1
aha-upplevelserna, POSITIVE, 1
ahaupplevelserna, POSITIVE, 1
aha-upplevelsernas, POSITIVE, 1
ahaupplevelsernas, POSITIVE, 1
aha-upplevelser, POSITIVE, 1
ahaupplevelser, POSITIVE, 1
aha-upplevelsers, POSITIVE, 1
ahaupplevelsers, POSITIVE, 1
aha-upplevelses, POSITIVE, 1
ahaupplevelses, POSITIVE, 1
aids, NEGATIVE, -1
aidssjuka, NEGATIVE, -1
aidssjuk, NEGATIVE, -1
akademikerfyllo, NEGATIVE, -1
akerbisk, NEGATIVE, -1
akrimistiskt, NEGATIVE, -1
akrimoni, NEGATIVE, -1
aktade, POSITIVE, 1
aktades, POSITIVE, 1
aktad, POSITIVE, 1
aktads, POSITIVE, 1
aktandena, POSITIVE, 1
aktandenas, POSITIVE, 1
aktanden, POSITIVE, 1
aktandens, POSITIVE, 1
aktande, POSITIVE, 1
aktandes, POSITIVE, 1
aktandet, POSITIVE, 1
aktandets, POSITIVE, 1
akta, POSITIVE, 1
aktar, POSITIVE, 1
aktas, POSITIVE, 1
aktat, POSITIVE, 1
aktats, POSITIVE, 1
akterlig, POSITIVE, 1
akterligt, POSITIVE, 1
akter, NEGATIVE, -1
aktier, POSITIVE, 1
aktiva, POSITIVE, 1
aktningarna, POSITIVE, 1
aktningarnas, POSITIVE, 1
aktningar, POSITIVE, 1
aktningars, POSITIVE, 1
aktningen, POSITIVE, 1
aktningens, POSITIVE, 1
aktning, POSITIVE, 1
aktnings, POSITIVE, 1
aktningsvärda, POSITIVE, 1
aktningsvärdare, POSITIVE, 1
aktningsvärdares, POSITIVE, 1
aktningsvärdas, POSITIVE, 1
aktningsvärdaste, POSITIVE, 1
aktningsvärdastes, POSITIVE, 1
aktningsvärdast, POSITIVE, 1
aktningsvärdasts, POSITIVE, 1
aktningsvärde, POSITIVE, 1
aktningsvärdes, POSITIVE, 1
aktningsvärd, POSITIVE, 1
aktningsvärds, POSITIVE, 1
aktningsvärt, POSITIVE, 1
aktningsvärts, POSITIVE, 1
aktsam, POSITIVE, 1
akuta, NEGATIVE, -1
akutare, NEGATIVE, -1
akutares, NEGATIVE, -1
akutas, NEGATIVE, -1
akutaste, NEGATIVE, -1
akutastes, NEGATIVE, -1
akutast, NEGATIVE, -1
akutasts, NEGATIVE, -1
akute, NEGATIVE, -1
akutes, NEGATIVE, -1
akut, NEGATIVE, -1
akutopererade, NEGATIVE, -1
akutopererad, NEGATIVE, -1
akuts, NEGATIVE, -1
alarmen, NEGATIVE, -1
alarmens, NEGATIVE, -1
alarmerade, NEGATIVE, -1
alarmerades, NEGATIVE, -1
alarmerad, NEGATIVE, -1
alarmerads, NEGATIVE, -1
alarmerandena, NEGATIVE, -1
alarmerandenas, NEGATIVE, -1
alarmerande, NEGATIVE, -1
alarmeranden, NEGATIVE, -1
alarmerandens, NEGATIVE, -1
alarmerandes, NEGATIVE, -1
alarmerandet, NEGATIVE, -1
alarmerandets, NEGATIVE, -1
alarmera, NEGATIVE, -1
alarmerar, NEGATIVE, -1
alarmeras, NEGATIVE, -1
alarmerat, NEGATIVE, -1
alarmerats, NEGATIVE, -1
alarmeringarna, NEGATIVE, -1
alarmeringarnas, NEGATIVE, -1
alarmeringar, NEGATIVE, -1
alarmeringars, NEGATIVE, -1
alarmeringen, NEGATIVE, -1
alarmeringens, NEGATIVE, -1
alarmering, NEGATIVE, -1
alarmerings, NEGATIVE, -1
alarmet, NEGATIVE, -1
alarmets, NEGATIVE, -1
alarmismen, NEGATIVE, -1
alarmismens, NEGATIVE, -1
alarmism, NEGATIVE, -1
alarmisms, NEGATIVE, -1
alarmisten, NEGATIVE, -1
alarmistens, NEGATIVE, -1
alarmisterna, NEGATIVE, -1
alarmisternas, NEGATIVE, -1
alarmister, NEGATIVE, -1
alarmisters, NEGATIVE, -1
alarmistiska, NEGATIVE, -1
alarmistiskas, NEGATIVE, -1
alarmistiske, NEGATIVE, -1
alarmistiskes, NEGATIVE, -1
alarmistisk, NEGATIVE, -1
alarmistisks, NEGATIVE, -1
alarmistiskt, NEGATIVE, -1
alarmistiskts, NEGATIVE, -1
alarmist, NEGATIVE, -1
alarmists, NEGATIVE, -1
alarm, NEGATIVE, -1
alarms, NEGATIVE, -1
alerta, POSITIVE, 1
alertare, POSITIVE, 1
alertares, POSITIVE, 1
alertas, POSITIVE, 1
alertastes, VERY POSITIVE, 1
alertaste, VERY POSITIVE, 1
alertasts, POSITIVE, 1
alertast, VERY POSITIVE, 1
alerte, POSITIVE, 1
alertes, POSITIVE, 1
alert, POSITIVE, 1
alerts, POSITIVE, 1
algebraisk, POSITIVE, 1
algebraiskt, POSITIVE, 1
alibina, NEGATIVE, -1
alibinas, NEGATIVE, -1
alibi, NEGATIVE, -1
alibin, NEGATIVE, -1
alibins, NEGATIVE, -1
alibis, NEGATIVE, -1
alibit, NEGATIVE, -1
alibits, NEGATIVE, -1
alienation, NEGATIVE, -1
alienerade, NEGATIVE, -1
alienerades, NEGATIVE, -1
alienerad, NEGATIVE, -1
alienerads, NEGATIVE, -1
alienerandena, NEGATIVE, -1
alienerandenas, NEGATIVE, -1
alienerande, NEGATIVE, -1
alieneranden, NEGATIVE, -1
alienerandens, NEGATIVE, -1
alienerandes, NEGATIVE, -1
alienerandet, NEGATIVE, -1
alienerandets, NEGATIVE, -1
alienera, NEGATIVE, -1
alienerar, NEGATIVE, -1
alieneras, NEGATIVE, -1
alienerat, NEGATIVE, -1
alienerats, NEGATIVE, -1
alkoholen, NEGATIVE, -1
alkoholens, NEGATIVE, -1
alkoholerna, NEGATIVE, -1
alkoholernas, NEGATIVE, -1
alkoholer, NEGATIVE, -1
alkoholers, NEGATIVE, -1
alkoholismen, NEGATIVE, -1
alkoholismens, NEGATIVE, -1
alkoholismerna, NEGATIVE, -1
alkoholismernas, NEGATIVE, -1
alkoholismer, NEGATIVE, -1
alkoholismers, NEGATIVE, -1
alkoholism, NEGATIVE, -1
alkoholisms, NEGATIVE, -1
alkoholisten, NEGATIVE, -1
alkoholistens, NEGATIVE, -1
alkoholisterna, NEGATIVE, -1
alkoholisternas, NEGATIVE, -1
alkoholister, NEGATIVE, -1
alkoholisters, NEGATIVE, -1
alkoholist, NEGATIVE, -1
alkoholists, NEGATIVE, -1
alkoholkonsumtionen, NEGATIVE, -1
alkoholkonsumtion, NEGATIVE, -1
alkoholmissbruk, NEGATIVE, -1
alkohol, NEGATIVE, -1
alkohols, NEGATIVE, -1
alldaglig, NEGATIVE, -1
allegorisk, POSITIVE, 1
allegoriskt, POSITIVE, 1
allergibesvären, NEGATIVE, -1
allergibesvär, NEGATIVE, -1
allergier, NEGATIVE, -1
allergi, NEGATIVE, -1
allergiska, NEGATIVE, -1
allergiskare, NEGATIVE, -1
allergiskares, NEGATIVE, -1
allergiskas, NEGATIVE, -1
allergiskastes, VERY NEGATIVE, 1
allergiskaste, VERY NEGATIVE, 1
allergiskasts, NEGATIVE, -1
allergiskast, VERY NEGATIVE, 1
allergiske, NEGATIVE, -1
allergiskes, NEGATIVE, -1
allergisk, NEGATIVE, -1
allergisks, NEGATIVE, -1
allergiskt, NEGATIVE, -1
allergiskts, NEGATIVE, -1
allgod, POSITIVE, 1
allgott, POSITIVE, 1
alliansfrihet, POSITIVE, 1
allierade, POSITIVE, 1
allierad, POSITIVE, 1
allmänfarliga, NEGATIVE, -1
allmänfarligare, NEGATIVE, -1
allmänfarligares, NEGATIVE, -1
allmänfarligas, NEGATIVE, -1
allmänfarligaste, NEGATIVE, -1
allmänfarligastes, NEGATIVE, -1
allmänfarligast, NEGATIVE, -1
allmänfarligasts, NEGATIVE, -1
allmänfarlige, NEGATIVE, -1
allmänfarliges, NEGATIVE, -1
allmänfarlig, NEGATIVE, -1
allmänfarligs, NEGATIVE, -1
allmänfarligt, NEGATIVE, -1
allmänfarligts, NEGATIVE, -1
allmännyttan, POSITIVE, 1
allmännytta, POSITIVE, 1
allmännyttig, POSITIVE, 1
allmännyttigt, POSITIVE, 1
allvaret, NEGATIVE, -1
allvarets, NEGATIVE, -1
allvarliga/fatala, NEGATIVE, -1
allvarliga, NEGATIVE, -1
allvarligare, NEGATIVE, -1
allvarligares, NEGATIVE, -1
allvarligas, NEGATIVE, -1
allvarligastes, VERY NEGATIVE, 1
allvarligaste, VERY NEGATIVE, 1
allvarligasts, NEGATIVE, -1
allvarligast, VERY NEGATIVE, 1
allvarlige, NEGATIVE, -1
allvarligen, NEGATIVE, -1
allvarliges, NEGATIVE, -1
allvarlighetsgrad, NEGATIVE, -1
allvarlig, NEGATIVE, -1
allvarlig, POSITIVE, 1
allvarligs, NEGATIVE, -1
allvarligt, NEGATIVE, -1
allvarligts, NEGATIVE, -1
allvar, NEGATIVE, -1
allvar, POSITIVE, 1
allvarsam, NEGATIVE, -1
allvars, NEGATIVE, -1
allvarstyngd, NEGATIVE, -1
allvarstyngt, NEGATIVE, -1
allvis, POSITIVE, 1
allvist, POSITIVE, 1
altruistiska, POSITIVE, 1
altruistisk, POSITIVE, 1
altruistiskt, POSITIVE, 1
alzheimer, NEGATIVE, -1
amatöristiska, NEGATIVE, -1
amatöristiskas, NEGATIVE, -1
amatöristiske, NEGATIVE, -1
amatöristiskes, NEGATIVE, -1
amatöristisk, NEGATIVE, -1
amatöristisks, NEGATIVE, -1
amatöristiskt, NEGATIVE, -1
amatöristiskts, NEGATIVE, -1
amatörmässiga, NEGATIVE, -1
amatörmässigare, NEGATIVE, -1
amatörmässigares, NEGATIVE, -1
amatörmässigas, NEGATIVE, -1
amatörmässigastes, VERY NEGATIVE, 1
amatörmässigaste, VERY NEGATIVE, 1
amatörmässigasts, NEGATIVE, -1
amatörmässigast, VERY NEGATIVE, 1
amatörmässige, NEGATIVE, -1
amatörmässiges, NEGATIVE, -1
amatörmässigheten, NEGATIVE, -1
amatörmässighetens, NEGATIVE, -1
amatörmässighet, NEGATIVE, -1
amatörmässighets, NEGATIVE, -1
amatörmässig, NEGATIVE, -1
amatörmässigs, NEGATIVE, -1
amatörmässigt, NEGATIVE, -1
amatörmässigts, NEGATIVE, -1
ambitionen, POSITIVE, 1
ambitioner, POSITIVE, 1
ambition, POSITIVE, 1
ambitiösa, POSITIVE, 1
ambitiös, POSITIVE, 1
ambitiöst, POSITIVE, 1
ambivalens, NEGATIVE, -1
ambivalent, NEGATIVE, -1
amiabily, POSITIVE, 1
amnesti, POSITIVE, 1
amortera, POSITIVE, 1
amorteringar, POSITIVE, 1
amortering, POSITIVE, 1
amputera, NEGATIVE, -1
amsaga, NEGATIVE, -1
amsagan, NEGATIVE, -1
amsagans, NEGATIVE, -1
amsagas, NEGATIVE, -1
amsagorna, NEGATIVE, -1
amsagornas, NEGATIVE, -1
amsagor, NEGATIVE, -1
amsagors, NEGATIVE, -1
amulett, POSITIVE, 1
anakreontisk, POSITIVE, 1
anakronistisk, NEGATIVE, -1
anakronistiskt, NEGATIVE, -1
analfabeter, NEGATIVE, -1
analfabetism, NEGATIVE, -1
analfabet, NEGATIVE, -1
anamma, POSITIVE, 1
anarkien, NEGATIVE, -1
anarkiens, NEGATIVE, -1
anarki, NEGATIVE, -1
anarkin, NEGATIVE, -1
anarkins, NEGATIVE, -1
anarkism, NEGATIVE, -1
anarkis, NEGATIVE, -1
anarkistisk, NEGATIVE, -1
anarkist, NEGATIVE, -1
anbud, POSITIVE, 1
andakt, POSITIVE, 1
anda, POSITIVE, 1
andefattiga, NEGATIVE, -1
andefattigare, NEGATIVE, -1
andefattigares, NEGATIVE, -1
andefattigas, NEGATIVE, -1
andefattigastes, VERY NEGATIVE, 1
andefattigaste, VERY NEGATIVE, 1
andefattigasts, NEGATIVE, -1
andefattigast, VERY NEGATIVE, 1
andefattige, NEGATIVE, -1
andefattiges, NEGATIVE, -1
andefattig, NEGATIVE, -1
andefattigs, NEGATIVE, -1
andefattigt, NEGATIVE, -1
andefattigts, NEGATIVE, -1
andfåddhet, POSITIVE, 1
andfådd, NEGATIVE, -1
andligheten, POSITIVE, 1
andlighet, POSITIVE, 1
andlig, POSITIVE, 1
andlös, NEGATIVE, -1
andningsbesvären, NEGATIVE, -1
andningsbesvär, NEGATIVE, -1
andningsproblem, NEGATIVE, -1
andningssvikt, NEGATIVE, -1
andningssvårigheten, NEGATIVE, -1
andningssvårighetens, NEGATIVE, -1
andningssvårigheterna, NEGATIVE, -1
andningssvårigheternas, NEGATIVE, -1
andningssvårigheter, NEGATIVE, -1
andningssvårigheters, NEGATIVE, -1
andningssvårighet, NEGATIVE, -1
andningssvårighets, NEGATIVE, -1
andningsuppehåll, NEGATIVE, -1
andnöden, NEGATIVE, -1
andnödens, NEGATIVE, -1
andnöd, NEGATIVE, -1
andnöds, NEGATIVE, -1
andrummet, POSITIVE, 1
andrummets, POSITIVE, 1
andrum, POSITIVE, 1
andrums, POSITIVE, 1
anekdot, POSITIVE, 1
anemiska, NEGATIVE, -1
anemiskare, NEGATIVE, -1
anemiskares, NEGATIVE, -1
anemiskas, NEGATIVE, -1
anemiskastes, VERY NEGATIVE, 1
anemiskaste, VERY NEGATIVE, 1
anemiskasts, NEGATIVE, -1
anemiskast, VERY NEGATIVE, 1
anemiske, NEGATIVE, -1
anemiskes, NEGATIVE, -1
anemisk, NEGATIVE, -1
anemisks, NEGATIVE, -1
anemiskt, NEGATIVE, -1
anemiskts, NEGATIVE, -1
aneurysm, NEGATIVE, -1
anfallandena, NEGATIVE, -1
anfallandenas, NEGATIVE, -1
anfallande, NEGATIVE, -1
anfallanden, NEGATIVE, -1
anfallandens, NEGATIVE, -1
anfallandes, NEGATIVE, -1
anfallandet, NEGATIVE, -1
anfallandets, NEGATIVE, -1
anfalla, NEGATIVE, -1
anfallas, NEGATIVE, -1
anfalle, NEGATIVE, -1
anfallen, NEGATIVE, -1
anfallens, NEGATIVE, -1
anfaller, NEGATIVE, -1
anfalles, NEGATIVE, -1
anfallet, NEGATIVE, -1
anfallets, NEGATIVE, -1
anfallit, NEGATIVE, -1
anfallits, NEGATIVE, -1
anfallna, NEGATIVE, -1
anfallnas, NEGATIVE, -1
anfall, NEGATIVE, -1
anfallne, NEGATIVE, -1
anfallnes, NEGATIVE, -1
anfalls, NEGATIVE, -1
anfäktade, NEGATIVE, -1
anfäktades, NEGATIVE, -1
anfäktad, NEGATIVE, -1
anfäktads, NEGATIVE, -1
anfäktandena, NEGATIVE, -1
anfäktandenas, NEGATIVE, -1
anfäktande, NEGATIVE, -1
anfäktanden, NEGATIVE, -1
anfäktandens, NEGATIVE, -1
anfäktandes, NEGATIVE, -1
anfäktandet, NEGATIVE, -1
anfäktandets, NEGATIVE, -1
anfäkta, NEGATIVE, -1
anfäktar, NEGATIVE, -1
anfäktas, NEGATIVE, -1
anfäktat, NEGATIVE, -1
anfäktats, NEGATIVE, -1
anfölle, NEGATIVE, -1
anfölles, NEGATIVE, -1
anföll, NEGATIVE, -1
anfölls, NEGATIVE, -1
anförtro, POSITIVE, 1
anförtros, POSITIVE, 1
anförtrotts, POSITIVE, 1
angav, NEGATIVE, -1
angavs, NEGATIVE, -1
angeende, NEGATIVE, -1
angeendes, NEGATIVE, -1
angelägen, POSITIVE, 1
angelägens, POSITIVE, 1
angeläget, POSITIVE, 1
angelägets, POSITIVE, 1
angelägna, POSITIVE, 1
angelägnare, POSITIVE, 1
angelägnares, POSITIVE, 1
angelägnas, POSITIVE, 1
angelägnastes, VERY POSITIVE, 1
angelägnaste, VERY POSITIVE, 1
angelägnasts, POSITIVE, 1
angelägnast, VERY POSITIVE, 1
angelägne, POSITIVE, 1
angelägnes, POSITIVE, 1
angenäma, POSITIVE, 1
angenämare, POSITIVE, 1
angenämares, POSITIVE, 1
angenämas, POSITIVE, 1
angenämastes, VERY POSITIVE, 1
angenämaste, VERY POSITIVE, 1
angenämasts, POSITIVE, 1
angenämast, VERY POSITIVE, 1
angenäme, POSITIVE, 1
angenämes, POSITIVE, 1
angenäm, POSITIVE, 1
angenäms, POSITIVE, 1
angenämt, POSITIVE, 1
angenämts, POSITIVE, 1
angivandena, NEGATIVE, -1
angivandenas, NEGATIVE, -1
angivande, NEGATIVE, -1
angivanden, NEGATIVE, -1
angivandens, NEGATIVE, -1
angivandes, NEGATIVE, -1
angivandet, NEGATIVE, -1
angivandets, NEGATIVE, -1
angiva, NEGATIVE, -1
angivas, NEGATIVE, -1
angivelse, NEGATIVE, -1
angivelsen, NEGATIVE, -1
angivelsens, NEGATIVE, -1
angivelserna, NEGATIVE, -1
angivelsernas, NEGATIVE, -1
angivelser, NEGATIVE, -1
angivelsers, NEGATIVE, -1
angivelses, NEGATIVE, -1
angive, NEGATIVE, -1
angiven, NEGATIVE, -1
angivens, NEGATIVE, -1
angiverierna, NEGATIVE, -1
angiveriernas, NEGATIVE, -1
angiverier, NEGATIVE, -1
angiveriers, NEGATIVE, -1
angiveriet, NEGATIVE, -1
angiveriets, NEGATIVE, -1
angiveri, NEGATIVE, -1
angiverisamhälle, NEGATIVE, -1
angiveris, NEGATIVE, -1
angiverit, NEGATIVE, -1
angiverits, NEGATIVE, -1
angiver, NEGATIVE, -1
angives, NEGATIVE, -1
angivet, NEGATIVE, -1
angivets, NEGATIVE, -1
angivit, NEGATIVE, -1
angivits, NEGATIVE, -1
angivna, NEGATIVE, -1
angivnas, NEGATIVE, -1
angiv, NEGATIVE, -1
angivne, NEGATIVE, -1
angivnes, NEGATIVE, -1
angivs, NEGATIVE, -1
angrep, NEGATIVE, -1
angreppen, NEGATIVE, -1
angreppens, NEGATIVE, -1
angreppet, NEGATIVE, -1
angreppets, NEGATIVE, -1
angrepp, NEGATIVE, -1
angrepps, NEGATIVE, -1
angreps, NEGATIVE, -1
angripandena, NEGATIVE, -1
angripandenas, NEGATIVE, -1
angripande, NEGATIVE, -1
angripanden, NEGATIVE, -1
angripandens, NEGATIVE, -1
angripandes, NEGATIVE, -1
angripandet, NEGATIVE, -1
angripandets, NEGATIVE, -1
angripa, NEGATIVE, -1
angripare, NEGATIVE, -1
angripas, NEGATIVE, -1
angripe, NEGATIVE, -1
angripen, NEGATIVE, -1
angripens, NEGATIVE, -1
angriper, NEGATIVE, -1
angripes, NEGATIVE, -1
angripet, NEGATIVE, -1
angripets, NEGATIVE, -1
angripit, NEGATIVE, -1
angripits, NEGATIVE, -1
angripna, NEGATIVE, -1
angripnas, NEGATIVE, -1
angrip, NEGATIVE, -1
angripne, NEGATIVE, -1
angripnes, NEGATIVE, -1
angrips, NEGATIVE, -1
angåve, NEGATIVE, -1
angåves, NEGATIVE, -1
anhängare, POSITIVE, 1
aningslösheten, NEGATIVE, -1
aningslöshetens, NEGATIVE, -1
aningslösheterna, NEGATIVE, -1
aningslösheternas, NEGATIVE, -1
aningslösheter, NEGATIVE, -1
aningslösheters, NEGATIVE, -1
aningslöshet, NEGATIVE, -1
aningslöshets, NEGATIVE, -1
aningslös, NEGATIVE, -1
anka, NEGATIVE, -1
ankan, NEGATIVE, -1
ankans, NEGATIVE, -1
ankas, NEGATIVE, -1
anklagade, NEGATIVE, -1
anklagades, NEGATIVE, -1
anklagad, NEGATIVE, -1
anklagads, NEGATIVE, -1
anklagandena, NEGATIVE, -1
anklagandenas, NEGATIVE, -1
anklagande, NEGATIVE, -1
anklaganden, NEGATIVE, -1
anklagandens, NEGATIVE, -1
anklagandes, NEGATIVE, -1
anklagandet, NEGATIVE, -1
anklagandets, NEGATIVE, -1
anklaga, NEGATIVE, -1
anklagar, NEGATIVE, -1
anklagas, NEGATIVE, -1
anklagat, NEGATIVE, -1
anklagats, NEGATIVE, -1
anklagelse, NEGATIVE, -1
anklagelsen, NEGATIVE, -1
anklagelsens, NEGATIVE, -1
anklagelserna, NEGATIVE, -1
anklagelsernas, NEGATIVE, -1
anklagelser, NEGATIVE, -1
anklagelsers, NEGATIVE, -1
anklagelses, NEGATIVE, -1
ankorna, NEGATIVE, -1
ankornas, NEGATIVE, -1
ankor, NEGATIVE, -1
ankors, NEGATIVE, -1
anlupen, NEGATIVE, -1
anlända, POSITIVE, 1
anländer, POSITIVE, 1
anmäla, NEGATIVE, -1
anmärkandena, NEGATIVE, -1
anmärkandenas, NEGATIVE, -1
anmärkande, NEGATIVE, -1
anmärkanden, NEGATIVE, -1
anmärkandens, NEGATIVE, -1
anmärkandes, NEGATIVE, -1
anmärkandet, NEGATIVE, -1
anmärkandets, NEGATIVE, -1
anmärka, NEGATIVE, -1
anmärkas, NEGATIVE, -1
anmärker, NEGATIVE, -1
anmärkes, NEGATIVE, -1
anmärk, NEGATIVE, -1
anmärkningar, NEGATIVE, -1
anmärkning, NEGATIVE, -1
anmärkningsvärd, POSITIVE, 1
anmärkningsvärt, POSITIVE, 1
anmärks, NEGATIVE, -1
anmärkte, NEGATIVE, -1
anmärktes, NEGATIVE, -1
anmärkt, NEGATIVE, -1
anmärkts, NEGATIVE, -1
annonsbojkotten, NEGATIVE, -1
annonsbojkottens, NEGATIVE, -1
annonsbojkotterna, NEGATIVE, -1
annonsbojkotternas, NEGATIVE, -1
annonsbojkotter, NEGATIVE, -1
annonsbojkotters, NEGATIVE, -1
annonsbojkott, NEGATIVE, -1
annonsbojkotts, NEGATIVE, -1
annorlunda, POSITIVE, 1
anomali, NEGATIVE, -1
anomal, NEGATIVE, -1
anpassa, POSITIVE, 1
anpassbar, POSITIVE, 1
anpassningsbar, POSITIVE, 1
anrikning, POSITIVE, 1
ansedda, POSITIVE, 1
anseddare, POSITIVE, 1
anseddares, POSITIVE, 1
anseddas, POSITIVE, 1
anseddastes, VERY POSITIVE, 1
anseddaste, VERY POSITIVE, 1
anseddasts, POSITIVE, 1
anseddast, VERY POSITIVE, 1
ansedde, POSITIVE, 1
anseddes, POSITIVE, 1
ansedd, POSITIVE, 1
ansedds, POSITIVE, 1
anseende, POSITIVE, 1
anse, NEGATIVE, -1
ansenliga, POSITIVE, 1
ansenligare, POSITIVE, 1
ansenligares, POSITIVE, 1
ansenligas, POSITIVE, 1
ansenligastes, VERY POSITIVE, 1
ansenligaste, VERY POSITIVE, 1
ansenligasts, POSITIVE, 1
ansenligast, VERY POSITIVE, 1
ansenlige, POSITIVE, 1
ansenliges, POSITIVE, 1
ansenlig, POSITIVE, 1
ansenligs, POSITIVE, 1
ansenligt, POSITIVE, 1
ansenligts, POSITIVE, 1
ansett, POSITIVE, 1
