id	date	genre	text
11	2002-09-05	PBLMD	Bostadsbrist mot segregation. Bostadsbristen i Stockholm bidrar till att minska segregationen. Det hävdade det moderata socialborgarrådet Kristina Axén Olin när hon i dag presenterade en rapport om segregationen i Stockholm. Vänsterpartiets Margareta Olofsson säger att bostadsbristen tvärtom ökar segregationen. Kristina Axén Olin och kristdemokraternas gruppledare Hardy Hedman har idag presenterat en rapport om hur segregationen i Stockholm förändrats de senaste åren. De pekar på att antalet hushåll som får socialbidrag minskat, liksom arbetslösheten, och att medelinkomsterna ökat. Allt tecken på att segregationen minskar, enligt Axén Olin och Hedman. I rapporten finns också siffror på hur omflyttningen förändrats i miljonprogramsområden som Rinkeby, Kista och Skärholmen. Och omflyttningen har minskat kraftigt - i Kista låg den exempelvis på 17 procent 1997 - tre år senare hade den minskat till knappt 9 procent. Enligt Kristina Axén Olin är den minskade flyttningen något positivt som gör att segregationen minskar ... trots att hon medger att det minskade flyttande beror på att det blivit svårare att få tag på en ny bostad. Vänsterpartiets gruppledare Margareta Olofsson är kritisk mot Axén Olins slutsatser. Hon säger att bostadsbristen tvärtom ökar segregationen, eftersom människor inte kan flytta även om de vill det. Grunden i vår journalistik är trovärdighet och opartiskhet. Sveriges Radio är oberoende i förhållande till politiska, religiösa, ekonomiska, offentliga och privata särintressen. 
12	2002-11-21	PBLMD	Bostäder ökar segregationen. Det kommunala bostadsbolaget i Borås, AB Bostäder, bidrar till att öka segregationen. Två personer som skulle flytta till Borås blev bestämt avrådda av bostadsbolaget för att flytta till invadrartäta stadsdelen Norrby. AB Bostäder bidrar till ökad segregation, uppdelningen av invandrare och svenskar på olika bostadsområden i stan. Det anser David och Tovan Thåst. Dom flyttade till Borås för ett år sen och ville ha en lägenhet på invandrartäta Billdalsgatan på Norrby. Dom blev överraskade över reaktionen dom mötte på AB Bostäder. Tovan Thåst hade telefonkontakt med minst tre personer på AB Bostäder, ingen hade något positivt att säga om Norrby. Istället fick familjen förslag på förslag om lägenheter i andra områden. Budskapet från bostadsbolaget var att Norrby är ett problemområde. Chefen på AB Bostäder, Åsa Martinsson, har svårt att tro att anställda skulle använt den här typen av argumentation. Men har den förekommit är den fullständigt fel, säger Åsa Martinsson. Grunden i vår journalistik är trovärdighet och opartiskhet. Sveriges Radio är oberoende i förhållande till politiska, religiösa, ekonomiska, offentliga och privata särintressen. 
13	2003-02-12	PBLMD	Segregation problem i Sala. Sala har blivit ett segregerat samhälle, anser kommunens vård- och omsorgschef. Flyktingarna tenderar att flytta till bostadsområdena Åkra och Bryggeriet, och det är inte bra, tycker Kåre Karlsson som är områdeschef på vård och omsorgsförvaltningen i Sala. Risken med att samla alla flyktingar i samma område är att de aldrig kommer in i det svenska samhället, menar han. Sala kommun ska nu djupintervjua personer som invandrade till Sala redan på 1950-talet, för att på så sätt bättre kunna skapa en fungerande flyktingpolitik i framtiden, och underlätta integreringen av stans flyktingfamiljer. 
14	2003-03-14	PBLMD	"Rädsla för islam stoppade muslimsk förskola". Den socialdemokratiska ledningen i Eskilstuna får hård kritik för att behandla förskolor med religiös inriktning olika. Detta sedan en muslimsk förskola stoppats med motiveringen att den anses öka segregationen. - Jag skulle tro att många muslimer skulle tolka detta som en form av rädsla för islam, säger Jan Jerpe, professor i islamologi. Socialdemokraterna och vänstern i Eskilstuna stoppade tidigare i år en planerad muslimsk förskola med motiveringen att det skulle öka segregationen. Den socialistiska majoriteten körde därmed över de borgerliga och miljöpartiet som alla ansåg att en muslimsk förskola skulle gynna mångfalden i kommunen. För att få kommunalt bidrag tvingades socionomen Usama Mostafa att istället göra om den till en språkförskola, och han är idag mycket besviken på den politiska ledningen. - Det är diskriminering. De får skämmas för det här, säger Mostafa. Svårt att förstå I Eskilstuna finns idag en så kallat konfessionell förskola med kristen grund. Den startade 1985 och kräver kristen grundtro av all fast anställd personal. Varje dag läses böner och det hålls samlingar med kristet budskap. Förskolan får drygt 60 000 kronor i kommunalt bidrag per barn och år - helt i linje med kommunens policy att uppmuntra alla alternativa förskolor utom just muslimska. - I och med att det finns andra konfessionella skolor som får kommunala bidrag har jag svårt att se att man skulle vägra den muslimska, säger professor Jan Jerpe, professor i islamologi vid Lunds universitet. Politisk oenighet När barn- och utbildningsnämnden på torsdagen fattade beslut om att ge Usama Mostafas språkförskola tillstånd och ekonomiskt bidrag så var politiker oeniga. Vänsterpartiet reserverade sig bland annat med motiveringen att förskolan inte har någon förutsättning att uppnå den kvalité som eftersträvas när det gäller det svenska språket. 
15	2003-03-28	PBLMD	Information kan öka segregationen. Massmediarapportering och forskning om segregation kan motverka sitt eget syfte och leda till att segregationen ökar. Det säger forskaren Kerstin Bodström, som själv forskar om segregationens konsekvenser. -Det kan få de effekterna att det förstärker det vi rapporterar om, säger Kerstin Bodström, forskare på Kulturgeografiska institutionen på Stockholms Universitet. Kerstin Bodström har gjort flera rapporter om segregation och förortsliv. Hon säger att de områden som pekas ut för låga inkomster och högt socialbidragsberoende får dåligt rykte. Det leder i sin tur till att de problem som uppmärksammas förstärks - de som kan flyttar från områdena, och de som inte har möjlighet att välja blir kvar. Trots det anser Kerstin Bodström att rapporteringen om segregation bör fortsätta: -Man ska fundera över varför man gör det och på vilket sätt man gör det. Bieffekterna kan man aldrig riktigt utesluta hur seriös man än är, säger Bodström. 
16	2003-04-15	PBLMD	Segregationen ökar med fritt val av skola. Rätten att välja vilken skola barnen ska gå i har ökat segregationen. Det visar en studie som Skolverket har gjort. Studien bygger på en enkät bland 4 700 föräldrar och bland tjänstemän vid landets kommuner. Resultatet presenteras i en debattartikel i Dagens Nyheter av Skolverkets generaldirektör Per Thullberg och projektledaren Sun-Joon Hwang. De skriver att valfrihetsreformen har förstärkt både etnisk, socioekonomisk och prestationsmässig segregation En knapp majoritet av föräldrar tror att en del skolor kommer att utvecklas till elitskolor medan andra skolor kan tvingas lägga ner sina verksamheter. I studien ingår två fallstudier från Sollentuna och Västerås. Studierna styrker enligt debattörerna antagandet att valfriheten leder till ökad segregation - att svenska elever undviker skolor där andelen elever med utländsk bakgrund är hög. 
17	2003-12-03	PBLMD	Segregationen kommer öka - kritik mot byggplaner. Det finns planer på att bygga en ny skola i Gränby. Satsa på de som redan finns i området säger rektor och skolråd vid Liljeforsskolan. -Jag är orolig för att det blir en segregation. De flesta som är resursstarka söker sig till andra skolor, säger Monica Wiklund, rektor. Annexet på Liljeforsskolan är mögligt och måste rivas; det blir billigare än att renovera. Men det ska inte byggas nya lokaler som kan ersätta annexet, istället ska en ny skola byggas upp i Gränby backar. Orsakerna till att inte satsa mer på Liljeforsskolan är att barnkullarna minskar framöver. -Det är lite förvånande att då satsa på en ny skola i samma område, säger Monica Wiklund. På kontoret för barn, ungdom och arbetsmarknad, som har hand om frågan, så svarar Mariann Löfgren att det är alldeles för tidigt att bekymra sig. Tidigast 2005 kan det bli tal om en byggstart, om det överhuvudtaget börjar. Det beror på planerna när det gäller att bygga fler bostäder i Gränby backar och hur kommunens ekonomi ser ut 2005. Och om det finns något elevunderlag att bygga en helt ny skola för. Kontakta reportern: Maud Johansson 
18	2003-09-21	PBLMD	Gatudemonstration mot bostadsbrist. Omkring 200 ungdomar genomförde under några timmar igår kväll en så kallad gatufest i kvarteren kring Fridhemsplan på Kungsholmen i Stockholm. Ett stort polisuppbåd följde ungdomar på avstånd under festen som var en protest mot bostadsbrist och segregation. Enligt polisen gick festen lugnt till men en del skadegörelse i form av klotter och en förstörd bil ska ändå ha inträffat. Gatudemonstrationen var avslutad vid midnatt och inga omhändertaganden gjordes. Under aktionen fick polisen periodvis spärra av gator i området och leda om biltrafiken på alternativa sträckor. 
19	2003-05-01	PBLMD	Ny konsulent för mångkultur. Västra Götalandsregionen ska få en konsulent för mångkultur. Det beslöt regeringen igår. Konsulenten ska arbeta för att minska segregationen i kulturlivet, bl a i samverkan med föreningar, kommuner och kulturinstitutioner. Till exempel vill man nå barn och unga med annan kulturell bakgrund än den svenska och tillgodose deras möjligheter till eget skapande. Var i länet den nya kulturkonsulenten ska placeras beslutas i juni. Tidigare har 6 län fått statsbidrag till en mångkulturkonsulent, och nu är alltså turen kommen till Västra Götaland. 
20	2003-04-16	PBLMD	Mona Sahlin: "Muslimska förskolor inget hinder". Integrationsminister Mona Sahlin anser att muslimska förskolor inte är ett hinder för integration. Det säger hon till Sveriges Radio Sörmland. Därmed läxar hon upp sina partikollegor i Eskilstuna och Oxelösund, som anser att muslimska förskolor ökar segregationen. I Eskilstuna har socialdemokraterna sagt nej till ekonomiskt bidrag och därmed stoppat en muslimsk förskola med motoviet att just sådana förskolor anses öka segregationen. Socialdemokraterna körde därmed över samtliga borgerliga partier som såg en sådan förskola som en tillgång. Samtidigt som en politisk majoritet i Eskilstuna, ledd av socialdemokraterna, säger nej till en muslimsk förskola, får en kristen förskola kommunala bidrag. Många goda exempel - Jag är inte principiellt motståndare till muslimska förskolor, jag har sett många goda exempel på att det har hjälpt integrationen, säger Mona Sahlin. I Oxelösund har ännu inga beslut fattats, men även där säger barn- och utbildningsnämndens socialdemokratiska ordförande Brita Bergström nej till en muslimsk förskola eftersom just muslimska förskolor anses öka segregationen, precis med samma argument som socialdemokraten Jörgen Danielsson, ordförande i barn- och utbildningsnämnden. Tafsar på religionsfriheten Men Mona Sahlin tar sina partikollegor i örat och menar att både Jörgen Danielsson och Brita Bergström är snuddande nära att tafsa på den grundlagsfästa religionsfriheten i Sverige. - Muslimer är ju inte en etnisk grupp, det är en trosgrupp. Lika lite som kristna skulle vara en etnisk grupp som alla var ljushåriga. Sedan har vi rättigheter i Sverige som handlar om religionen och då måste man nog titta på alla religioner med samma ögon, säger Mona Sahlin.7 
21	2003-06-13	PBLMD	Forskare: Mutor väg till lokal för invandrare. Segregation och kulturella skillnader kan vara förklaringen till att många av de företagare som betalar stora summor under bordet för hyreskontrakt på affärslokaler är invandrare. I grunden handlar det om segregation men också kulturella skillnader, det hävdar professor Masoud Khemali. Ekot har tidigare rapporterat om flera exempel från Hammarby Sjöstad och nybyggda Kista galleria i Stockholm där stora summor har betalats svart. Professor Masoud Khemali har under flera år forskat kring diskrimineringsfrågor och han menar att förekomsten av mutor och mellanhänder när det gäller affärslokaler främst är ett problem för invandrare. Genom att låna pengar från släkt och vänner och köpa en affärslokal köper de sig ett arbete. – Man är tvungen att låna pengar och köpa sig de här nya lokalerna eller själv arbeta svart hos andra för att få ihop pengarna för att kunna köpa, då de har svårt att få lån hos banken. Oftast blir de grundlurade av mellanhänder . Masoud Khemali ser det här som ett växande problem, med stora skulder som inte redovisats öppet tvingas de driva en del av verksamheten svart för att kunna betala tillbaka pengarna till släkten. Ond cirkel Det hela utvecklas till en ond cirkel, där illegala metoder blir en accepterad del av affärsverksamheten, menar Masoud Khemali. Det här är ett problem för hela samhället, inte minst nästa generation svenskar med invandrarbakgrund. – Man kan inte låta ligor i undre världen ta över. Där har vi förlorat kontrollen, inte bara gällande de här rörelserna utan det gäller en hel generation. Ekots undersökning visar att det också kan handla om kulturella skillnader. En del företagare med invandrarbakgrund som Ekot talat med och som betalat hundratusentals kronor till mellanhänder för ett hyreskontrakt känner helt enkelt inte till att de de gör kan vara olagligt, eftersom det går till så i deras hemländer. Vänder sig till invandrare Ahmed, en företagare i Stockholm, har blivit kontaktad av mellanhänder som uppgivit att de arbetat på uppdrag av anställda på större fastighetsbolag och erbjuder nybyggda affärslokaler mot betalning under bordet. Han säger att de i första hand vänder sig till invandrare. – De söker sig till invandrarföretagare då de vet att de inte har andra möjligheter och att det är nästan omöjligt att hyra en större lokal för att kunna expandera, säger Ahmed, småföretagare med invandrarbakgrund i Stockholm. 
22	2003-11-05	PBLMD	Integration. P1 söndag 9 november kl 17.00, repris 14/11 kl 21.03 Integration av invandrare i det svenska samhället eller integration mellan svenskar och invandrare? Vem ska anpassa sig efter vem, och i vilken grad? Oavsett vilket, brukar integrationen räknas till de allra viktigaste samhällsprojekten i vår tid – och segregationen till våra största problem. Statsvetaren Karin Borevi i Uppsala har formulerat problemet så här: ”Den stora utmaningen i en modern demokrati är att främja nationell enighet utan att samtidigt kränka individers olika etniska, kulturella eller religiösa gemenskaper”. Filosofiska rummet problematiserar: Är integration lika med nationell enighet, och är det i så fall något eftersträvansvärt? Finns det någon motsättning mellan nationell enighet och olika etniska, kulturella eller religiösa gemenskaper? Gäster i programmet är filosoferna Hans-Ingvar Roth och Per Bauhn, samt religionshistorikern Anne-Sofie Roald. Programledare Lars Mogensen, producent Thomas Lunderquist. 
23	2003-12-28	PBLMD	Nya dyra hyresrätter skapar segregation. När de kommunala bostadsbolagen i Stockholm efter år av byggstopp börjar bygga igen blir de nya hyrorna så höga att det ställs inkomstkrav på hyresgästerna. Det här skapar en ekonomisk segregation, något som nu märks i landets största, nya bostadsområde, Hammarby Sjöstad. – Nog krävs det att man har ganska god inkomst för att bo här så det blir segregerat. Det betyder inte att det är säkrare eller bättre, säger Rosalind Eriksson som har bott i Hammarby Sjöstad i två år. Följd av dyra bostadsrätter Först byggdes det bara dyra bostadsrätter i Hammarby Sjöstad, så dyra att många fortfarande är osålda. Nu börjar det byggas dyra hyresrätter också. Alla tre kommunala bostadsbolag i Stockholm är med. Familjebostäder som har snart byggt 300 lägenheter här och tar över 10 000 kronor i månaden för en 3:a. Många familjer klarar inte det, så nu ställer bostadsbolagen krav på inkomsten. – Vi tycker det är rimligt att hushållet borde ha en bruttoinkomst på tre gånger årshyran för att få lite över till annat än att bo, säger Hans Pettersson, är vd för Familjebostäder. Kan skapa kedjereaktion Om någon i Familjebostäders internkö flyttar till en ny dyr hyresrätt, då kan det bli en 2:a ledig i närförort för 3 500 i månaden, påpekar Hans Pettersson. Samtidigt förstärks den sociala profilen på Hammaby Sjöstad. Det är bara hyresgäster med mycket god ekonomi som kan flytta hit och Stockholms stads bostadsförmedling varnar för ekonomisk segregation ”att hela stadsdelen reserveras för de med höga inkomster”. – Det beror på vad man menar med ekonomisk segregation. Hyresrätten kräver ingen insats men det kräver en viss hushållsinkomst, säger Familjebostäders vd. Kan förlora bidrag om för dyrt Familjebostäder kan gå miste om regeringens byggbidrag på 210 000 kronor per lägenhet. Då får hyran vara max 1 100 per kvadratmeter och år. Nu är den över 1 500och utan bidrag blir hyran ännu högre för de nyinflyttade. Trots att 94 000 står i bostadskön, kan Familjebostäders nybyggen skapa tomma lägenheter, erkänner Hans Pettersson. – Om inte vi ser upp utan producerar en mängd lägenheter i det här prissegmentet så finns det en risk att efterfrågan svalnar så pass att vi får stå med tomma lägenheter och det blir svårt att hyra ut, säger han. 
24	2003-03-21	PBLMD	Stora radiopriset till 'Jävla vitskallar!'. Vid Radioakademins gala på Tyrol i Stockholm på torsdagkvällen utsågs Daniel Velascos dokumentär ”Jävla vitskallar!” till Årets publicserviceradio. Dokumentären handlar om problem med invandring och segregation bland en av Sydspaniens största invandrargrupper – svenskarna. ”Jävla vitskallar!” som är ett samarbetsprojekt med Radio Stockholm utsågs också till Årets bästa reportage och Daniel Velasco blev därmed dubbel pristagare. 
25	2003-02-17	PBLMD	KD säger nej till moské i Dalbo/Araby. Att bygga en moské på invandrartäta Dalbo/Arabyområdet i Växjö ökar segregationen. Det hävdar Kristdemokraterna i Växjö som är det enda politiska partiet som säger nej till en moské där. Eva Jonsson som är Kristdemokraternas gruppledare i Växjö säger att partiet inte har något emot moskén i sig, utan placeringen av den, och hon vill att moskén byggs på en annan central plats i Växjö istället. 
26	2003-04-03	PBLMD	Segregationen ökar alltmer. Segregationen i miljonprogrammets nordöstra stadsdelar i Göteborg blir bara värre. Allt färre svenskar bor kvar. På onsdagskvällen diskuterades varför i Kulturhuset på Rymdtorget i Bergsjön. Anders Törnquist, från Institutionen för socialt arbete, menar att polariseringen har ökade markant under 90-talet - och att det sammanhänger med den höga arbetslösheten och de sämre tiderna som började då. 
27	2004-11-12	PBLMD	Slopade bidrag möter motstånd. Regeringens förslag om att stödet för eget boende för asylsökande ska dras in, stöter på patrull i riksdagen. Alla utom moderaterna vill att riksdagen ska avslå förslaget. Regeringen vill att bidraget, som är på högst 850 kr i månaden och går till asylsökande som väljer eget boende, dras in då det leder till trångboddhet, sociala problem och segregation. Samarbetspartier ser förslaget som ett brott mot budgetöverenskommelsen. Enligt vänsterpartiets vice ordförande Ulla Hoffmann kan s inte heller göra upp med ett borgerligt parti. 
28	2004-03-14	PBLMD	segregationsproblemen i Jönköping. Den etniska boendesegregationen har ökat i flera medelstora svenska städer, bland annat i Jönköping. Det slår integrationsverket fast i en rapport som presenteras i morgon. Enligt rapporten har trenden med att personer med invandrarbakgrund koncentreras till vissa områden samtidigt infödda svenskar flyttar därifrån, den menar man syns allt tydligare nu också i de mellanstora städer, till exempel i Jönköping. Men att segregationsproblemen skulle ha ökat den senaste tiden. Det är något som kommunalrådet Peter Persson förnekar. - Den bygger på att en tjänsteman på integrationsverket haft telefonkontakt med ett fåtal personer i kommunen. Visserligen lever vi i en segregerad stad, men mycket har hänt de senaste åren som förbättrat situationen här, säger han till Nyheterna. 
29	2004-03-24	PBLMD	Satsning på rika bostadsområden ökar segregationen. Sämre service och sämre kvalitet i skolor i fattiga områden är några av problemen med segregation, säger Roger Andersson som är professor i kulturgeografi vid Uppsala Universitet och en av föreläsarna på Bostadsveckan i Gävle i dag. Det finns många orsaker till segregationsproblemet. En av dem, som Roger Andersson påpekade, är att det under de senaste åren satsats mer på rika områden som Alderholmen i Gävle och Hammrby Sjöstad i Stockholm i stället för att göra mindre attraktiva områden mer attraktiva. 
30	2004-06-28	PBLMD	torstadssatsning får kritik. Den särskilda satsning på fyra bostadsområden i Göteborg sågas av externa konsulter som granskat hur regeringens pengar använts i Göteborg. Det var 1998 som regeringen avsatte 2,1 miljarder för att bryta segregationen i dom tre storstadsområdena, Stockholm, Göteborg och Malmö, av dom här pengarna fick Göteborg 345 miljoner fram till nästa år. 
31	2004-10-13	PBLMD	Segregationsrisk när skolor läggs ner. Det är långt ifrån klart vilka grundskolor som ska läggas ned i Eskilstuna, men av de elva skolor som varit nedläggningshotade fram till nu så har fyra avförts från utredningen. Eskilstuna kommun anser att flera skolor måste läggas ned eftersom antalet grundskoleelever väntas minska kraftigt de kommande åren. Istället för att spara på utbildning och lärare vill kommunen spara på lokalkostnader. På onsdagen berättade barn- och utbildningsförvaltningen att fyra av elva skolor har avförts från utredningen, Hållsta, Näshulta, Slottssskolan och Skogsängen kommer inte att läggas ned - som utredningen ser ut nu. Däremot är sju skolor fortfarande nedläggningshotade. Tunafors skola, Nyfors- eller Björktorpsskolan och Ärsta skola är aktuella för en succesiv avveckling och en nedläggning är aktuell senast 20010. Torshällas skolor komemr att ta emot elever från Eskilstuna. Om det blir årskurs 7-9 från Slagstaskolan eller Hällby skola är inte klart än. Föräldrar och personal kan vänta sig omflyttningar av elever och förändrade upptagningsområden. Nedläggningen av skolor och en eventuell ombyggnad och renovering av Årbyskolan där många elever med invandrarbakgrund går kan öka segregationen i Eskilstuna, uppdelningen mellan människor, eftersom det finns risk att skolan enbart kommer att hämta elever från Årby och inte andra delar av kommunen som idag. Det säger Rolf Brunell, chef för barn- och utbildningsförvaltningen. Först i januari tas politiska beslut och i februari kommer det politiska avgörandet, något senare än man tidigare planerat. 
